starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 10 02:00:07 2019	1547053207	0	1858	1858	1500
Thu Jan 10 02:00:06 2019	1547053206	0	1860	1860	1499
Thu Jan 10 02:00:07 2019	1547053207	0	1865	1865	1686
Thu Jan 10 02:00:06 2019	1547053206	0	1884	1884	1529
Thu Jan 10 02:00:06 2019	1547053206	0	1891	1891	1556
Thu Jan 10 02:00:05 2019	1547053205	0	1913	1913	1672
Thu Jan 10 02:00:07 2019	1547053207	0	1915	1915	1738
Thu Jan 10 02:00:08 2019	1547053208	0	1917	1917	1724
Thu Jan 10 02:00:07 2019	1547053207	0	1930	1930	1782
Thu Jan 10 02:00:07 2019	1547053207	0	1931	1932	1849
Thu Jan 10 02:00:07 2019	1547053207	0	1932	1933	1575
Thu Jan 10 02:00:07 2019	1547053207	0	1951	1952	1773
Thu Jan 10 02:00:07 2019	1547053207	0	1951	1952	1595
Thu Jan 10 02:00:08 2019	1547053208	1	1955	1955	1352
Thu Jan 10 02:00:08 2019	1547053208	0	1959	1959	1353
Thu Jan 10 02:00:08 2019	1547053208	0	1960	1961	1314
Thu Jan 10 02:00:07 2019	1547053207	0	1973	1974	1617
Thu Jan 10 02:00:05 2019	1547053205	0	1977	1978	1865
Thu Jan 10 02:00:05 2019	1547053205	0	1982	1982	1808
Thu Jan 10 02:00:05 2019	1547053205	0	1996	1996	1641
Thu Jan 10 02:00:08 2019	1547053208	0	1999	1999	1353
Thu Jan 10 02:00:05 2019	1547053205	0	2002	2002	1848
Thu Jan 10 02:00:08 2019	1547053208	0	2004	2004	1530
Thu Jan 10 02:00:05 2019	1547053205	2	2008	2010	602
Thu Jan 10 02:00:05 2019	1547053205	2	2012	2013	620
Thu Jan 10 02:00:06 2019	1547053206	0	2021	2021	1636
Thu Jan 10 02:00:07 2019	1547053207	0	2021	2022	1667
Thu Jan 10 02:00:07 2019	1547053207	0	2041	2041	1685
Thu Jan 10 02:00:06 2019	1547053206	0	2044	2044	1483
Thu Jan 10 02:00:05 2019	1547053205	0	2046	2046	1803
Thu Jan 10 02:00:06 2019	1547053206	0	2047	2047	1487
Thu Jan 10 02:00:06 2019	1547053206	0	2047	2048	1487
Thu Jan 10 02:00:05 2019	1547053205	0	2058	2059	1705
Thu Jan 10 02:00:07 2019	1547053207	0	2066	2066	1793
Thu Jan 10 02:00:06 2019	1547053206	0	2073	2073	1488
Thu Jan 10 02:00:05 2019	1547053205	0	2076	2077	1724
Thu Jan 10 02:00:05 2019	1547053205	0	2090	2090	1932
Thu Jan 10 02:00:08 2019	1547053208	0	2120	2121	1325
Thu Jan 10 02:00:07 2019	1547053207	0	2131	2131	1888
Thu Jan 10 02:00:08 2019	1547053208	0	2141	2141	1535
Thu Jan 10 02:00:08 2019	1547053208	0	2146	2146	1716
Thu Jan 10 02:00:08 2019	1547053208	0	2149	2150	1714
Thu Jan 10 02:00:07 2019	1547053207	0	2181	2182	1811
Thu Jan 10 02:00:08 2019	1547053208	0	2195	2195	1613
Thu Jan 10 02:00:05 2019	1547053205	0	2238	2238	1670
Thu Jan 10 02:00:07 2019	1547053207	0	2262	2262	1824
Thu Jan 10 02:00:08 2019	1547053208	0	2267	2267	1726
Thu Jan 10 02:00:08 2019	1547053208	0	2303	2303	1722
Thu Jan 10 02:00:08 2019	1547053208	0	2305	2305	1723
Thu Jan 10 02:00:07 2019	1547053207	0	2307	2308	1901
Thu Jan 10 02:00:07 2019	1547053207	0	2314	2314	1731
Thu Jan 10 02:00:07 2019	1547053207	0	2324	2324	2035
Thu Jan 10 02:00:07 2019	1547053207	0	2326	2327	1982
Thu Jan 10 02:00:07 2019	1547053207	0	2338	2338	1965
Thu Jan 10 02:00:08 2019	1547053208	0	2347	2347	1716
Thu Jan 10 02:00:07 2019	1547053207	0	2352	2352	2010
Thu Jan 10 02:00:07 2019	1547053207	0	2396	2397	2034
Thu Jan 10 02:00:07 2019	1547053207	0	2451	2451	2009
Thu Jan 10 02:00:07 2019	1547053207	0	2483	2483	1782
Thu Jan 10 02:00:08 2019	1547053208	0	2491	2491	1748
Thu Jan 10 02:00:07 2019	1547053207	0	2508	2508	1807
Thu Jan 10 02:00:07 2019	1547053207	0	2508	2509	1837
Thu Jan 10 02:00:07 2019	1547053207	0	2522	2522	1780
Thu Jan 10 02:00:05 2019	1547053205	0	2650	2650	2106
Thu Jan 10 02:00:05 2019	1547053205	0	2874	2875	2515
