starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 09 22:50:04 2019	1547041804	0	1414	1414	443
Wed Jan 09 22:50:04 2019	1547041804	0	1418	1418	461
Wed Jan 09 22:50:04 2019	1547041804	0	1418	1419	470
Wed Jan 09 22:50:01 2019	1547041801	0	1420	1420	470
Wed Jan 09 22:50:05 2019	1547041805	0	1420	1421	717
Wed Jan 09 22:50:02 2019	1547041802	0	1421	1421	1253
Wed Jan 09 22:50:03 2019	1547041803	0	1422	1422	609
Wed Jan 09 22:50:03 2019	1547041803	0	1422	1422	569
Wed Jan 09 22:50:03 2019	1547041803	0	1424	1424	569
Wed Jan 09 22:50:03 2019	1547041803	0	1425	1426	708
Wed Jan 09 22:50:03 2019	1547041803	0	1431	1432	1264
Wed Jan 09 22:50:03 2019	1547041803	0	1436	1436	605
Wed Jan 09 22:50:03 2019	1547041803	0	1438	1439	618
Wed Jan 09 22:50:05 2019	1547041805	0	1444	1444	887
Wed Jan 09 22:50:03 2019	1547041803	0	1451	1451	608
Wed Jan 09 22:50:02 2019	1547041802	1	1452	1452	543
Wed Jan 09 22:50:03 2019	1547041803	0	1452	1452	365
Wed Jan 09 22:50:05 2019	1547041805	0	1453	1453	752
Wed Jan 09 22:50:02 2019	1547041802	0	1456	1456	1073
Wed Jan 09 22:50:03 2019	1547041803	1	1459	1459	569
Wed Jan 09 22:50:01 2019	1547041801	0	1462	1462	825
Wed Jan 09 22:50:03 2019	1547041803	0	1469	1470	382
Wed Jan 09 22:50:03 2019	1547041803	1	1469	1470	382
Wed Jan 09 22:50:04 2019	1547041804	0	1470	1470	462
Wed Jan 09 22:50:01 2019	1547041801	0	1481	1482	215
Wed Jan 09 22:50:04 2019	1547041804	0	1484	1484	443
Wed Jan 09 22:50:03 2019	1547041803	0	1497	1497	503
Wed Jan 09 22:50:03 2019	1547041803	0	1516	1516	945
Wed Jan 09 22:50:03 2019	1547041803	0	1516	1516	429
Wed Jan 09 22:50:03 2019	1547041803	0	1519	1519	303
Wed Jan 09 22:50:03 2019	1547041803	0	1521	1521	396
Wed Jan 09 22:50:05 2019	1547041805	0	1537	1537	956
Wed Jan 09 22:50:04 2019	1547041804	0	1543	1543	305
Wed Jan 09 22:50:02 2019	1547041802	1	1549	1549	649
Wed Jan 09 22:50:05 2019	1547041805	0	1551	1551	1036
Wed Jan 09 22:50:05 2019	1547041805	0	1551	1551	1222
Wed Jan 09 22:50:05 2019	1547041805	0	1553	1553	972
Wed Jan 09 22:50:01 2019	1547041801	2	1580	1582	102
Wed Jan 09 22:50:01 2019	1547041801	1	1581	1583	172
Wed Jan 09 22:50:05 2019	1547041805	0	1591	1591	885
Wed Jan 09 22:50:01 2019	1547041801	0	1600	1600	591
Wed Jan 09 22:50:02 2019	1547041802	0	1603	1603	1081
Wed Jan 09 22:50:03 2019	1547041803	0	1617	1618	503
Wed Jan 09 22:50:03 2019	1547041803	0	1664	1664	1375
Wed Jan 09 22:50:02 2019	1547041802	0	1668	1668	1484
Wed Jan 09 22:50:05 2019	1547041805	0	1673	1673	1111
Wed Jan 09 22:50:05 2019	1547041805	0	1677	1677	1243
Wed Jan 09 22:50:03 2019	1547041803	0	1683	1683	288
Wed Jan 09 22:50:02 2019	1547041802	0	1683	1683	762
Wed Jan 09 22:50:01 2019	1547041801	1	1688	1689	173
Wed Jan 09 22:50:02 2019	1547041802	0	1698	1698	571
Wed Jan 09 22:50:02 2019	1547041802	0	1709	1710	586
Wed Jan 09 22:50:02 2019	1547041802	0	1783	1784	831
Wed Jan 09 22:50:04 2019	1547041804	0	1786	1786	462
Wed Jan 09 22:50:02 2019	1547041802	0	1839	1839	1701
Wed Jan 09 22:50:01 2019	1547041801	2	1865	1867	104
Wed Jan 09 22:50:01 2019	1547041801	2	1866	1868	1
Wed Jan 09 22:50:02 2019	1547041802	0	1955	1955	832
Wed Jan 09 22:50:02 2019	1547041802	0	1957	1958	799
Wed Jan 09 22:50:02 2019	1547041802	0	1958	1959	833
Wed Jan 09 22:50:02 2019	1547041802	0	1972	1972	831
Wed Jan 09 22:50:02 2019	1547041802	0	1978	1978	854
Wed Jan 09 22:50:02 2019	1547041802	0	1987	1987	830
Wed Jan 09 22:50:01 2019	1547041801	0	2256	2256	525
