starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 10 01:55:05 2019	1547052905	0	1515	1515	570
Thu Jan 10 01:55:06 2019	1547052906	0	1525	1525	743
Thu Jan 10 01:55:06 2019	1547052906	0	1526	1526	724
Thu Jan 10 01:55:06 2019	1547052906	0	1528	1528	727
Thu Jan 10 01:55:06 2019	1547052906	0	1528	1528	723
Thu Jan 10 01:55:08 2019	1547052908	0	1529	1529	1084
Thu Jan 10 01:55:07 2019	1547052907	0	1538	1538	907
Thu Jan 10 01:55:07 2019	1547052907	0	1538	1538	930
Thu Jan 10 01:55:05 2019	1547052905	0	1540	1540	319
Thu Jan 10 01:55:05 2019	1547052905	0	1540	1540	325
Thu Jan 10 01:55:05 2019	1547052905	0	1540	1541	320
Thu Jan 10 01:55:05 2019	1547052905	0	1543	1543	324
Thu Jan 10 01:55:06 2019	1547052906	1	1543	1543	726
Thu Jan 10 01:55:04 2019	1547052904	0	1544	1544	585
Thu Jan 10 01:55:05 2019	1547052905	0	1545	1545	326
Thu Jan 10 01:55:05 2019	1547052905	0	1556	1556	336
Thu Jan 10 01:55:04 2019	1547052904	0	1558	1558	780
Thu Jan 10 01:55:07 2019	1547052907	0	1561	1561	1026
Thu Jan 10 01:55:06 2019	1547052906	0	1568	1569	727
Thu Jan 10 01:55:03 2019	1547052903	0	1570	1571	814
Thu Jan 10 01:55:04 2019	1547052904	0	1574	1574	799
Thu Jan 10 01:55:07 2019	1547052907	0	1578	1578	1071
Thu Jan 10 01:55:03 2019	1547052903	2	1581	1584	417
Thu Jan 10 01:55:03 2019	1547052903	2	1583	1585	1522
Thu Jan 10 01:55:04 2019	1547052904	0	1593	1594	1082
Thu Jan 10 01:55:04 2019	1547052904	0	1595	1595	445
