instructions:u,cycles:u
4254035,2385322
4291831,2382753
4187416,2382061
4236258,2379088
4287695,2386905
4226777,2382406
4237249,2364402
4191136,2356454
4231644,2382608
4207607,2380616
4235007,2374732
4266720,2399364
4073638,2380054
4195832,2358257
4224353,2382523
4267130,2383862
4256067,2380385
4228094,2378544
4242089,2388126
4070282,2383404
2853155,1630423
3138427,1785543
4212677,2380063
4171904,2380357
4160295,2370835
4275115,2387367
4242543,2382264
4144571,2316635
4234512,2385516
4268551,2382068
4252135,2381215
4198702,2375153
4248435,2386569
4223979,2385159
4151197,2319200
4248023,2384691
4217857,2381352
4265205,2383604
4191431,2373347
4263556,2395582
4190480,2383745
4141798,2317393
4262601,2382125
4236520,2396054
4233722,2383383
4221247,2379257
4308749,2394438
4214780,2381447
4115236,2319986
4255464,2384292
4234593,2382749
4265923,2381032
4234358,2377986
4280295,2390038
4292634,2387501
4132885,2319746
4277141,2384014
4187279,2384879
4276367,2385003
4229534,2372696
4277393,2386681
4292304,2387785
3919343,2199289
None,None
None,None
3061562,1738955
4136490,2364156
4228566,2385201
4252445,2389771
4175686,2390219
4234075,2384157
4274501,2384891
4254530,2384950
4254286,2373717
4244451,2387068
4305905,2398158
4278651,2393187
4229408,2384512
4251959,2381084
4231913,2382467
4261983,2377937
4257702,2382453
4234618,2381655
4273880,2394175
4245465,2388961
4244502,2380539
4239290,2382719
4206650,2363691
4269384,2385137
4233089,2384485
4247645,2384591
4301480,2397600
4258062,2383570
4269872,2367989
4174081,2364630
4271441,2383793
4279659,2383809
4248990,2383608
4303070,2401825
4237509,2382192
4290742,2382252
4251200,2363913
4274342,2386346
4275059,2384731
4254677,2385190
208294,112237
None,None
None,None
None,None
3616834,2003275
4242060,2383414
4133115,2303531
4250221,2383793
4203008,2383418
4206252,2380130
4237874,2371718
4162801,2389132
4209521,2383354
4256305,2385105
4296163,2390046
4248330,2383283
4263296,2381157
4226496,2374899
4279130,2387033
4268483,2383497
4227968,2389278
4261309,2392351
4246979,2383591
4264180,2380186
4237185,2373946
4254994,2389058
4258759,2379870
4218398,2382960
4269877,2400810
4236786,2391277
4283936,2382934
4250199,2381303
4232538,2384760
4224619,2381427
4206848,2385539
4330643,2417387
4256362,2385133
4231625,2379809
4262154,2375679
4225206,2382785
4261778,2380390
4251139,2380291
4279424,2398644
4214951,2380830
4118073,2362705
2223394,1242874
None,None
715596,424963
4261837,2383786
4294535,2391220
4237855,2383459
4295680,2388151
4222510,2373788
4274682,2389556
4276137,2384233
4216947,2384232
4310589,2398276
4248817,2391319
4263551,2379860
4269420,2376234
4228628,2386436
4268178,2385662
4213443,2384180
4285561,2394041
4279637,2389542
4230028,2381447
4228607,2361486
4282932,2399275
4275544,2382770
4296835,2385213
4250290,2397141
4270256,2389211
4178377,2391008
4224818,2365827
4296310,2386769
4223448,2386789
4297338,2385175
1833302,1472669
4163051,2336770
4294134,2381767
4150785,2359251
4275591,2384304
4228459,2387919
4265020,2383922
4303662,2397607
4227570,2384268
4264972,2384201
2303726,1281314
None,None
None,None
None,None
1674984,966336
4283276,2391078
4228807,2381965
4116918,2369434
4260627,2384777
4233663,2381461
4285605,2386197
4244988,2387820
4286915,2380182
4198863,2342264
4156621,2345852
4273060,2382759
4216214,2384409
4288388,2384571
4262721,2398809
4264667,2380914
4294614,2389870
4187545,2363827
4265567,2382990
4207219,2380500
4275737,2386130
4245498,2371697
4240504,2387870
4278129,2388278
4212093,2358271
4186470,2332770
4294411,2384067
4229975,2385008
